,review_id,category
383,472,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
384,473,RESTAURANT#GENERAL
385,474,DRINKS#STYLE_OPTIONS
386,476,SERVICE#GENERAL
387,478,AMBIENCE#GENERAL
388,479,RESTAURANT#GENERAL
389,480,FOOD#QUALITY
390,481,FOOD#QUALITY
391,483,AMBIENCE#GENERAL
392,484,SERVICE#GENERAL
393,485,FOOD#QUALITY
394,486,FOOD#QUALITY
395,488,SERVICE#GENERAL
396,489,AMBIENCE#GENERAL
397,490,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
398,491,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
399,492,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
400,493,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
401,494,FOOD#QUALITY
402,495,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
403,496,RESTAURANT#GENERAL
404,497,RESTAURANT#GENERAL
405,498,AMBIENCE#GENERAL
406,499,FOOD#QUALITY
407,501,RESTAURANT#GENERAL
408,502,AMBIENCE#GENERAL
409,503,RESTAURANT#PRICES
410,504,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
411,506,FOOD#QUALITY
412,507,AMBIENCE#GENERAL
413,508,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
414,509,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
415,510,"DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY"
416,511,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
417,512,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
418,513,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
419,514,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
420,515,RESTAURANT#GENERAL
421,517,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
422,518,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
423,519,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
424,520,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
425,521,"DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES"
426,522,"DRINKS#QUALITY,DRINKS#QUALITY"
427,523,"DRINKS#PRICES,DRINKS#PRICES"
428,524,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
429,525,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
430,526,SERVICE#GENERAL
431,527,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
432,528,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
433,529,"FOOD#QUALITY,FOOD#QUALITY"
434,531,FOOD#QUALITY
435,532,"SERVICE#GENERAL,SERVICE#GENERAL"
436,533,"AMBIENCE#GENERAL,AMBIENCE#GENERAL"
437,534,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
438,535,FOOD#QUALITY
439,536,DRINKS#QUALITY
440,537,RESTAURANT#GENERAL
441,538,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
442,539,SERVICE#GENERAL
443,540,FOOD#QUALITY
444,541,FOOD#QUALITY
445,542,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
446,544,SERVICE#GENERAL
447,545,AMBIENCE#GENERAL
448,546,RESTAURANT#GENERAL
449,548,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
450,549,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
451,550,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
452,551,FOOD#QUALITY
453,552,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
454,553,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
455,555,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
456,556,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
457,557,RESTAURANT#GENERAL
458,558,"LOCATION#GENERAL,LOCATION#GENERAL"
459,559,"SERVICE#GENERAL,SERVICE#GENERAL"
460,560,"AMBIENCE#GENERAL,AMBIENCE#GENERAL"
461,561,SERVICE#GENERAL
462,562,FOOD#QUALITY
463,563,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
464,565,FOOD#QUALITY
465,566,FOOD#QUALITY
466,567,"DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS"
467,568,FOOD#QUALITY
468,569,RESTAURANT#GENERAL
469,570,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
470,571,FOOD#QUALITY
471,572,FOOD#QUALITY
472,574,SERVICE#GENERAL
473,575,FOOD#QUALITY
474,576,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
475,577,DRINKS#STYLE_OPTIONS
476,578,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
477,579,"DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS,DRINKS#STYLE_OPTIONS"
478,581,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
479,582,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
480,583,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
481,584,"FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES"
482,585,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
483,587,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
484,589,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
485,591,FOOD#STYLE_OPTIONS
486,592,"FOOD#QUALITY,FOOD#QUALITY"
487,593,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
488,594,RESTAURANT#GENERAL
489,595,RESTAURANT#GENERAL
490,596,AMBIENCE#GENERAL
491,597,"AMBIENCE#GENERAL,AMBIENCE#GENERAL"
492,599,FOOD#STYLE_OPTIONS
493,600,SERVICE#GENERAL
494,601,RESTAURANT#GENERAL
495,602,RESTAURANT#GENERAL
496,603,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
497,604,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
498,605,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
499,606,RESTAURANT#GENERAL
500,607,AMBIENCE#GENERAL
501,609,AMBIENCE#GENERAL
502,610,FOOD#QUALITY
503,611,FOOD#QUALITY
504,612,FOOD#PRICES
505,613,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
506,614,RESTAURANT#GENERAL
507,615,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
508,616,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
509,617,DRINKS#PRICES
510,618,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
511,619,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
512,620,FOOD#QUALITY
513,621,SERVICE#GENERAL
514,622,FOOD#QUALITY
515,625,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
516,626,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
517,627,SERVICE#GENERAL
518,628,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
519,631,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
520,632,FOOD#PRICES
521,633,FOOD#QUALITY
522,634,FOOD#QUALITY
523,635,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
524,636,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
525,637,"FOOD#QUALITY,FOOD#QUALITY"
526,638,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
527,641,FOOD#QUALITY
528,642,RESTAURANT#PRICES
529,643,AMBIENCE#GENERAL
530,644,AMBIENCE#GENERAL
531,645,RESTAURANT#GENERAL
532,646,FOOD#QUALITY
533,647,AMBIENCE#GENERAL
534,648,SERVICE#GENERAL
535,649,RESTAURANT#GENERAL
536,650,RESTAURANT#PRICES
537,651,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
538,652,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
539,653,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
540,654,FOOD#QUALITY
541,655,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
542,656,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
543,658,"AMBIENCE#GENERAL,AMBIENCE#GENERAL"
544,659,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
545,660,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
546,662,RESTAURANT#GENERAL
547,665,"RESTAURANT#PRICES,RESTAURANT#PRICES"
548,666,"SERVICE#GENERAL,SERVICE#GENERAL"
549,667,"FOOD#QUALITY,FOOD#QUALITY"
550,668,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
551,669,LOCATION#GENERAL
552,670,AMBIENCE#GENERAL
553,671,FOOD#QUALITY
554,672,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
555,673,FOOD#QUALITY
556,674,FOOD#STYLE_OPTIONS
557,675,SERVICE#GENERAL
558,676,RESTAURANT#GENERAL
559,678,DRINKS#QUALITY
560,679,SERVICE#GENERAL
561,680,RESTAURANT#PRICES
562,681,AMBIENCE#GENERAL
563,682,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
564,683,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
565,684,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
566,688,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
567,690,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
568,691,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
569,692,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
570,694,RESTAURANT#GENERAL
571,695,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
572,696,"DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY,DRINKS#QUALITY"
573,697,"FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES"
574,698,"DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES,DRINKS#PRICES"
575,699,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
576,702,AMBIENCE#GENERAL
577,705,FOOD#QUALITY
578,706,SERVICE#GENERAL
579,707,RESTAURANT#PRICES
580,708,FOOD#QUALITY
581,710,SERVICE#GENERAL
582,711,RESTAURANT#PRICES
583,712,DRINKS#STYLE_OPTIONS
584,713,FOOD#QUALITY
585,714,FOOD#QUALITY
586,716,SERVICE#GENERAL
587,717,SERVICE#GENERAL
588,719,RESTAURANT#GENERAL
589,720,FOOD#QUALITY
590,721,SERVICE#GENERAL
591,722,"SERVICE#GENERAL,SERVICE#GENERAL"
592,724,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
593,725,"RESTAURANT#PRICES,RESTAURANT#PRICES,RESTAURANT#PRICES,RESTAURANT#PRICES,RESTAURANT#PRICES,RESTAURANT#PRICES"
594,726,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
595,727,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
596,728,RESTAURANT#GENERAL
597,730,"FOOD#QUALITY,FOOD#QUALITY"
598,731,"FOOD#PRICES,FOOD#PRICES"
599,733,"FOOD#QUALITY,FOOD#QUALITY"
600,735,AMBIENCE#GENERAL
601,736,SERVICE#GENERAL
602,737,AMBIENCE#GENERAL
603,738,FOOD#QUALITY
604,739,FOOD#QUALITY
605,741,FOOD#QUALITY
606,742,FOOD#QUALITY
607,744,FOOD#QUALITY
608,748,RESTAURANT#GENERAL
609,749,"FOOD#QUALITY,FOOD#QUALITY"
610,751,FOOD#QUALITY
611,753,FOOD#QUALITY
612,754,RESTAURANT#GENERAL
613,755,FOOD#QUALITY
614,756,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
615,757,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
616,760,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
617,763,RESTAURANT#GENERAL
618,764,RESTAURANT#GENERAL
619,765,"SERVICE#GENERAL,SERVICE#GENERAL"
620,766,SERVICE#GENERAL
621,767,SERVICE#GENERAL
622,768,FOOD#QUALITY
623,769,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
624,770,RESTAURANT#GENERAL
625,771,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
626,772,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
627,773,"LOCATION#GENERAL,LOCATION#GENERAL,LOCATION#GENERAL"
628,774,SERVICE#GENERAL
629,777,FOOD#QUALITY
630,778,DRINKS#QUALITY
631,779,AMBIENCE#GENERAL
632,780,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
633,781,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
634,782,"FOOD#QUALITY,FOOD#QUALITY"
635,783,"RESTAURANT#PRICES,RESTAURANT#PRICES"
636,784,FOOD#STYLE_OPTIONS
637,785,FOOD#QUALITY
638,786,RESTAURANT#PRICES
639,787,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
640,788,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
641,789,"FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES"
642,790,RESTAURANT#GENERAL
643,791,RESTAURANT#PRICES
644,792,AMBIENCE#GENERAL
645,793,RESTAURANT#GENERAL
646,794,RESTAURANT#GENERAL
647,795,FOOD#QUALITY
648,796,FOOD#PRICES
649,797,FOOD#STYLE_OPTIONS
650,798,"AMBIENCE#GENERAL,AMBIENCE#GENERAL"
651,799,RESTAURANT#MISCELLANEOUS
652,800,AMBIENCE#GENERAL
653,801,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
654,802,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
655,803,FOOD#QUALITY
656,804,FOOD#STYLE_OPTIONS
657,805,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
658,806,RESTAURANT#MISCELLANEOUS
659,807,RESTAURANT#GENERAL
660,808,FOOD#QUALITY
661,809,FOOD#QUALITY
662,811,RESTAURANT#GENERAL
663,812,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
664,813,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
665,814,FOOD#STYLE_OPTIONS
666,815,FOOD#QUALITY
667,816,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
668,818,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
669,819,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
670,820,RESTAURANT#PRICES
671,821,FOOD#QUALITY
672,822,RESTAURANT#PRICES
673,823,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
674,824,"FOOD#PRICES,FOOD#PRICES,FOOD#PRICES,FOOD#PRICES"
675,826,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
676,829,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
677,830,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
678,831,SERVICE#GENERAL
679,832,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
680,833,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
681,834,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
682,835,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
683,837,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
684,841,FOOD#PRICES
685,842,SERVICE#GENERAL
686,843,AMBIENCE#GENERAL
687,844,"RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS,RESTAURANT#MISCELLANEOUS"
688,845,FOOD#QUALITY
689,846,"FOOD#QUALITY,FOOD#QUALITY"
690,847,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
691,848,"FOOD#PRICES,FOOD#PRICES"
692,849,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
693,853,DRINKS#STYLE_OPTIONS
694,854,DRINKS#PRICES
695,855,FOOD#QUALITY
696,856,RESTAURANT#GENERAL
697,857,RESTAURANT#GENERAL
698,858,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
699,859,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
700,860,"FOOD#PRICES,FOOD#PRICES,FOOD#PRICES"
701,861,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
702,862,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
703,863,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
704,864,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
705,865,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
706,866,"SERVICE#GENERAL,SERVICE#GENERAL"
707,867,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
708,868,"SERVICE#GENERAL,SERVICE#GENERAL"
709,869,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
710,870,"RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL,RESTAURANT#GENERAL"
711,871,FOOD#QUALITY
712,872,FOOD#QUALITY
713,873,FOOD#QUALITY
714,875,AMBIENCE#GENERAL
715,876,SERVICE#GENERAL
716,877,RESTAURANT#GENERAL
717,878,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
718,879,"RESTAURANT#PRICES,RESTAURANT#PRICES,RESTAURANT#PRICES,RESTAURANT#PRICES,RESTAURANT#PRICES,RESTAURANT#PRICES"
719,880,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
720,881,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
721,882,"FOOD#QUALITY,FOOD#QUALITY"
722,883,"SERVICE#GENERAL,SERVICE#GENERAL"
723,884,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
724,885,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
725,886,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
726,888,RESTAURANT#GENERAL
727,889,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
728,890,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
729,891,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
730,892,RESTAURANT#GENERAL
731,893,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
732,894,DRINKS#STYLE_OPTIONS
733,895,RESTAURANT#GENERAL
734,896,FOOD#QUALITY
735,897,DRINKS#QUALITY
736,898,SERVICE#GENERAL
737,899,AMBIENCE#GENERAL
738,900,RESTAURANT#GENERAL
739,901,RESTAURANT#GENERAL
740,902,FOOD#QUALITY
741,903,FOOD#PRICES
742,904,SERVICE#GENERAL
743,905,AMBIENCE#GENERAL
744,906,"SERVICE#GENERAL,SERVICE#GENERAL"
745,907,"AMBIENCE#GENERAL,AMBIENCE#GENERAL"
746,908,"RESTAURANT#GENERAL,RESTAURANT#GENERAL"
747,909,FOOD#QUALITY
748,910,SERVICE#GENERAL
749,911,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
750,912,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
751,913,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
752,914,RESTAURANT#GENERAL
753,915,FOOD#QUALITY
754,917,RESTAURANT#GENERAL
755,918,"SERVICE#GENERAL,SERVICE#GENERAL,SERVICE#GENERAL"
756,919,FOOD#QUALITY
757,921,DRINKS#QUALITY
758,922,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
759,923,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
760,925,RESTAURANT#GENERAL
761,927,AMBIENCE#GENERAL
762,928,SERVICE#GENERAL
763,929,FOOD#STYLE_OPTIONS
764,930,"FOOD#QUALITY,FOOD#QUALITY"
765,932,SERVICE#GENERAL
766,934,"FOOD#QUALITY,FOOD#QUALITY"
767,936,FOOD#QUALITY
768,938,FOOD#STYLE_OPTIONS
769,940,"FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS,FOOD#STYLE_OPTIONS"
770,942,FOOD#STYLE_OPTIONS
771,943,"FOOD#PRICES,FOOD#PRICES"
772,944,"FOOD#QUALITY,FOOD#QUALITY"
773,945,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
774,946,"AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL,AMBIENCE#GENERAL"
775,947,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
776,949,FOOD#QUALITY
777,950,FOOD#QUALITY
778,951,"FOOD#QUALITY,FOOD#QUALITY,FOOD#QUALITY"
