review_id,phrase,category,aspect_term,polarity
305,excpetiona cheeseburger huge delictable service professional wan warm ,SERVICE#GENERAL,professional,positive
306,many poor experiences theater district truly excellent find ,RESTAURANT#GENERAL,experience,positive
306,many poor experiences theater district truly excellent ,RESTAURANT#GENERAL,experience,positive
307,return many times oasis mid town ,RESTAURANT#GENERAL,man,positive
308,staff nonsense ,SERVICE#GENERAL,staff,positive
309,food options rule ,FOOD#STYLE_OPTIONS,food,positive
310,lived upstate would buy freeze bagels would still better else ,FOOD#QUALITY,state,positive
311,visiting 1st ave spot original store ,RESTAURANT#MISCELLANEOUS,visit,positive
311,worth visiting 1st ave spot original store ,RESTAURANT#MISCELLANEOUS,visit,positive
312,served uni hand roll never let tell ,FOOD#QUALITY,ser,positive
312,served uni hand roll never let tell heaven ,FOOD#QUALITY,ser,positive
313,sake menu overlooked ,DRINKS#STYLE_OPTIONS,menu,positive
314,midtown gem instantly became one favorite ,RESTAURANT#GENERAL,town,positive
314,gem instantly became one favorite sushi restaurants city ,RESTAURANT#GENERAL,city,positive
314,midtown gem instantly became one favorite sushi restaurants city ,RESTAURANT#GENERAL,city,positive
314,instantly became one favorite sushi restaurants city ,RESTAURANT#GENERAL,city,positive
314,became one favorite sushi restaurants city ,RESTAURANT#GENERAL,city,positive
315,try lobster teriyaki rose special roll ,FOOD#QUALITY,try,positive
315,try lobster teriyaki rose special ,FOOD#QUALITY,try,positive
317,service good prompt attentive non intrusive ,SERVICE#GENERAL,prompt,positive
317,service good prompt attentive non ,SERVICE#GENERAL,prompt,positive
318,tried budget selection though wish pork belly ordered roasted bit ,FOOD#QUALITY,belly,positive
318,good well considering tried budget selection though wish pork belly ,FOOD#QUALITY,ring,positive
318,food good well considering tried budget ,FOOD#QUALITY,ring,positive
318,food good well considering tried ,FOOD#QUALITY,ring,positive
318,wish pork belly ordered roasted bit longer fat melt mouth ,FOOD#QUALITY,mouth,positive
318,budget selection though wish pork belly ordered roasted bit longer ,FOOD#QUALITY,belly,positive
318,bit longer fat melt mouth experience ,FOOD#QUALITY,mouth,positive
318,roasted bit longer fat melt mouth experience ,FOOD#QUALITY,mouth,positive
320,wine list selection good wine glass generously ,DRINKS#STYLE_OPTIONS,list,positive
320,wine list selection good wine glass generously filled ,DRINKS#STYLE_OPTIONS,list,positive
320,wine list selection good wine ,DRINKS#STYLE_OPTIONS,list,positive
320,wine list selection good wine glass generously filled top ,DRINKS#STYLE_OPTIONS,list,positive
320,good wine glass generously filled top ,DRINKS#STYLE_OPTIONS,top,positive
320,wine list selection good wine glass ,DRINKS#STYLE_OPTIONS,list,positive
322,pleasant though hall rather noisy restaurant full raise voices able ,AMBIENCE#GENERAL,pleasant,positive
322,traditional french decour pleasant though hall rather noisy restaurant full ,AMBIENCE#GENERAL,pleasant,positive
322,full raise voices able maintain conversation ,AMBIENCE#GENERAL,voices,positive
322,restaurant full raise voices able maintain conversation ,AMBIENCE#GENERAL,voices,positive
322,rather noisy restaurant full raise voices able maintain conversation ,AMBIENCE#GENERAL,voices,positive
322,traditional french decour pleasant though hall rather noisy ,AMBIENCE#GENERAL,pleasant,positive
324,times probably still best indian restaurant around union square ,RESTAURANT#GENERAL,time,positive
324,cafe spice probably times probably still ,RESTAURANT#GENERAL,cafe,positive
324,cafe spice probably times probably still best indian ,RESTAURANT#GENERAL,cafe,positive
324,cafe spice probably times probably ,RESTAURANT#GENERAL,cafe,positive
325,sum service varies good mediorce depending waiter get ,SERVICE#GENERAL,sum,neutral
325,sum service varies good mediorce depending ,SERVICE#GENERAL,sum,neutral
325,service varies good mediorce depending waiter get generally average ,SERVICE#GENERAL,average,neutral
325,sum service varies good mediorce depending waiter get generally ,SERVICE#GENERAL,sum,neutral
325,mediorce depending waiter get generally average ,SERVICE#GENERAL,average,neutral
325,sum service varies good mediorce ,SERVICE#GENERAL,sum,neutral
326,seating always prompt though restaurant fill evening ,SERVICE#GENERAL,prompt,positive
326,seating always prompt though restaurant ,SERVICE#GENERAL,prompt,positive
327,food usually good though ocasionally wondered freshmess ,FOOD#QUALITY,food,positive
327,wondered freshmess raw vegatables side orders ,FOOD#QUALITY,side,positive
327,ocasionally wondered freshmess raw vegatables side orders ,FOOD#QUALITY,side,positive
327,food usually good though ocasionally ,FOOD#QUALITY,food,positive
329,many reviewers noticed order often slow arrive particularly ,SERVICE#GENERAL,review,neutral
329,particularly true evening problem lunch time ,SERVICE#GENERAL,lunch,neutral
329,slow arrive particularly true evening problem lunch time ,SERVICE#GENERAL,lunch,neutral
329,many reviewers noticed order often slow ,SERVICE#GENERAL,review,neutral
329,arrive particularly true evening problem lunch time ,SERVICE#GENERAL,lunch,neutral
330,private boths right side dining hall great date ,AMBIENCE#GENERAL,dining,positive
330,right side dining hall great date ,AMBIENCE#GENERAL,dining,positive
330,decor vibrant eye pleasing several semi private ,AMBIENCE#GENERAL,decor,positive
330,decor vibrant eye pleasing several ,AMBIENCE#GENERAL,decor,positive
330,several semi private boths right side dining hall great date ,AMBIENCE#GENERAL,dining,positive
330,semi private boths right side dining hall great date ,AMBIENCE#GENERAL,dining,positive
332,never disappointed red eye ,RESTAURANT#GENERAL,eye,positive
333,live jazz band atmosphere ordered lobster cobb salad ,AMBIENCE#GENERAL,cobb,positive
333,band atmosphere ordered lobster cobb salad ,AMBIENCE#GENERAL,cobb,positive
333,time went completely taken live jazz band atmosphere ordered lobster ,AMBIENCE#GENERAL,time,positive
333,completely taken live jazz band atmosphere ordered lobster cobb salad ,AMBIENCE#GENERAL,cobb,positive
333,first time went completely taken live ,AMBIENCE#GENERAL,time,positive
333,jazz band atmosphere ordered lobster cobb salad ,AMBIENCE#GENERAL,cobb,positive
335,simply best meal nyc ,FOOD#QUALITY,meal,positive
336,wrong red eye grill ,RESTAURANT#GENERAL,eye,positive
337,east side would genuinely miss restaurant ,RESTAURANT#GENERAL,side,positive
337,move upper east side would genuinely miss restaurant ,RESTAURANT#GENERAL,side,positive
338,restaurant cute upscale ,RESTAURANT#GENERAL,upscale,neutral
339,food diamond rough food delicious ,FOOD#QUALITY,food,positive
339,food diamond rough food delicious homemade perfect balance ,FOOD#QUALITY,food,positive
339,delicious homemade perfect balance herbs tomatoes ,FOOD#QUALITY,tomatoes,positive
341,would highly recommend ,RESTAURANT#GENERAL,recommend,positive
342,one favorite places eat ,RESTAURANT#GENERAL,eat,positive
343,time jekyll hyde pub last night ,RESTAURANT#GENERAL,time,positive
343,great time jekyll hyde pub last ,RESTAURANT#GENERAL,eat,positive
344,really enjoying bar sat table dinner ,RESTAURANT#MISCELLANEOUS,enjoy,positive
345,server really cool served food drinks smile ,SERVICE#GENERAL,drink,positive
345,really cool served food drinks smile ,SERVICE#GENERAL,drink,positive
345,server really cool served food ,SERVICE#GENERAL,server,positive
346,decor hidden bathrooms made good laugh ,AMBIENCE#GENERAL,room,positive
346,place decor hidden bathrooms made ,AMBIENCE#GENERAL,room,positive
346,place decor hidden bathrooms made good ,AMBIENCE#GENERAL,room,positive
346,place decor hidden bathrooms made good laugh ,AMBIENCE#GENERAL,room,positive
348,highly recommend visiting restaurant dinner drinks ,RESTAURANT#GENERAL,drink,positive
349,person likes scared entertained great place eat ,RESTAURANT#MISCELLANEOUS,eat,positive
349,type person likes scared entertained great ,RESTAURANT#MISCELLANEOUS,eat,positive
349,likes scared entertained great place eat ,RESTAURANT#MISCELLANEOUS,eat,positive
350,jekyll hyde pub anniversary surprise fantastic ,RESTAURANT#GENERAL,surprise,positive
350,husband thougt would great jekyll ,RESTAURANT#GENERAL,husband,positive
350,great jekyll hyde pub anniversary surprise fantastic ,RESTAURANT#GENERAL,surprise,positive
351,100 different beers offer thier guest made husband ,DRINKS#STYLE_OPTIONS,beer,positive
351,100 different beers offer thier guest made ,DRINKS#STYLE_OPTIONS,beer,positive
351,thier guest made husband happy food delicious must recommend dish ,DRINKS#STYLE_OPTIONS,recommend,positive
351,happy food delicious must recommend dish must pumkin tortelini ,DRINKS#STYLE_OPTIONS,recommend,positive
351,100 different beers offer thier guest made husband happy food ,DRINKS#STYLE_OPTIONS,beer,positive
351,must recommend dish must pumkin tortelini ,DRINKS#STYLE_OPTIONS,recommend,positive
351,beers offer thier guest made husband happy food delicious must ,DRINKS#STYLE_OPTIONS,beer,positive
351,husband happy food delicious must recommend dish must pumkin tortelini ,DRINKS#STYLE_OPTIONS,recommend,positive
352,100 different beers offer thier guest made husband ,FOOD#QUALITY,beer,positive
352,100 different beers offer thier guest made ,FOOD#QUALITY,beer,positive
352,thier guest made husband happy food delicious must recommend dish ,FOOD#QUALITY,recommend,positive
352,happy food delicious must recommend dish must pumkin tortelini ,FOOD#QUALITY,recommend,positive
352,100 different beers offer thier guest made husband happy food ,FOOD#QUALITY,beer,positive
352,must recommend dish must pumkin tortelini ,FOOD#QUALITY,recommend,positive
352,beers offer thier guest made husband happy food delicious must ,FOOD#QUALITY,beer,positive
352,husband happy food delicious must recommend dish must pumkin tortelini ,FOOD#QUALITY,recommend,positive
354,entertainment great shows dinner ,AMBIENCE#GENERAL,entertainment,positive
355,please take advice try place ,RESTAURANT#GENERAL,try,positive
357,dissappointed least bit little gem ,RESTAURANT#GENERAL,bit,positive
359,served warm soft fluffy interior ,FOOD#QUALITY,interior,positive
360,workers also absolutely load bagel cream cheese gets little messy ,FOOD#STYLE_OPTIONS,work,negative
360,also absolutely load bagel cream cheese gets little messy ,FOOD#STYLE_OPTIONS,cheese,negative
360,workers also absolutely load bagel ,FOOD#STYLE_OPTIONS,work,negative
361,loved would highly recommend ,RESTAURANT#GENERAL,recommend,positive
362,frist time cafe bart must say ,FOOD#QUALITY,cafe,positive
362,bart must say delicous food service ,FOOD#QUALITY,art,positive
362,cafe bart must say delicous food service ,FOOD#QUALITY,cafe,positive
362,frist time cafe bart must say delicous ,FOOD#QUALITY,cafe,positive
363,frist time cafe bart must say ,SERVICE#GENERAL,cafe,positive
363,bart must say delicous food service ,SERVICE#GENERAL,art,positive
363,cafe bart must say delicous food service ,SERVICE#GENERAL,cafe,positive
363,frist time cafe bart must say delicous ,SERVICE#GENERAL,cafe,positive
364,highly recommend lobster roll much mayo tell ,FOOD#QUALITY,recommend,positive
364,roll much mayo tell fresh lobster ,FOOD#QUALITY,roll,positive
364,highly recommend lobster roll much mayo tell fresh ,FOOD#QUALITY,recommend,positive
364,highly recommend lobster roll much mayo ,FOOD#QUALITY,recommend,positive
366,enjoyed pizza santa chopped salad fish chips ,FOOD#QUALITY,pizza,positive
366,guests enjoyed pizza santa chopped salad fish chips ,FOOD#QUALITY,pizza,positive
366,guests enjoyed pizza santa chopped ,FOOD#QUALITY,pizza,positive
366,pizza santa chopped salad fish chips ,FOOD#QUALITY,pizza,positive
366,guests enjoyed pizza santa chopped salad fish ,FOOD#QUALITY,pizza,positive
369,highly recommend cafe bart food ambience wonderful service ,FOOD#QUALITY,recommend,positive
369,cafe bart food ambience wonderful service ,FOOD#QUALITY,cafe,positive
369,highly recommend cafe bart food ambience wonderful ,FOOD#QUALITY,recommend,positive
369,highly recommend cafe bart food ambience ,FOOD#QUALITY,recommend,positive
370,highly recommend cafe bart food ambience wonderful service ,AMBIENCE#GENERAL,recommend,positive
370,cafe bart food ambience wonderful service ,AMBIENCE#GENERAL,cafe,positive
370,highly recommend cafe bart food ambience wonderful ,AMBIENCE#GENERAL,recommend,positive
370,highly recommend cafe bart food ambience ,AMBIENCE#GENERAL,recommend,positive
371,highly recommend cafe bart food ambience wonderful service ,SERVICE#GENERAL,recommend,positive
371,cafe bart food ambience wonderful service ,SERVICE#GENERAL,cafe,positive
371,highly recommend cafe bart food ambience wonderful ,SERVICE#GENERAL,recommend,positive
371,highly recommend cafe bart food ambience ,SERVICE#GENERAL,recommend,positive
372,staff absolutely professional ,SERVICE#GENERAL,professional,positive
373,must every restaurant ,SERVICE#GENERAL,restaurant,positive
375,restaurant way overhyped ,RESTAURANT#GENERAL,hype,negative
376,chow fun chow see really bland ,FOOD#QUALITY,chow,negative
376,chow fun chow see really ,FOOD#QUALITY,chow,negative
376,chow fun chow see really bland oily ,FOOD#QUALITY,chow,negative
377,okay mind oily part cause cooked way way ,FOOD#QUALITY,art,negative
377,mind oily part cause cooked way way bland ,FOOD#QUALITY,art,negative
377,oily part cause cooked way way bland ,FOOD#QUALITY,art,negative
377,okay mind oily part cause cooked way way bland ,FOOD#QUALITY,art,negative
377,okay mind oily part cause cooked ,FOOD#QUALITY,art,negative
378,scallion pancakes fried dumplings nothing ordinary ,FOOD#QUALITY,scallion,neutral
378,scallion pancakes fried dumplings nothing ,FOOD#QUALITY,scallion,neutral
380,service thing good restaurant ,SERVICE#GENERAL,service,positive
381,service thing good restaurant ,RESTAURANT#GENERAL,service,negative
382,sushi pretty average tuna soggy rolls flavor ,AMBIENCE#GENERAL,flavor,negative
382,boring inside sushi pretty average tuna soggy ,AMBIENCE#GENERAL,ring,negative
382,boring inside sushi pretty average tuna soggy rolls flavor ,AMBIENCE#GENERAL,flavor,negative
382,pretty average tuna soggy rolls flavor ,AMBIENCE#GENERAL,flavor,negative
383,sushi pretty average tuna soggy rolls flavor ,FOOD#QUALITY,flavor,negative
383,boring inside sushi pretty average tuna soggy ,FOOD#QUALITY,ring,negative
383,boring inside sushi pretty average tuna soggy rolls flavor ,FOOD#QUALITY,flavor,negative
383,pretty average tuna soggy rolls flavor ,FOOD#QUALITY,flavor,negative
387,pad penang delicious everything else fantastic ,FOOD#QUALITY,thing,positive
389,price reasonable although service poor ,RESTAURANT#PRICES,service,positive
390,price reasonable although service poor ,SERVICE#GENERAL,service,negative
391,fresh restaurant amazing food delicious course ,RESTAURANT#GENERAL,food,positive
391,fresh restaurant amazing food delicious course fresh ,RESTAURANT#GENERAL,food,positive
392,fresh restaurant amazing food delicious course ,FOOD#QUALITY,food,positive
392,fresh restaurant amazing food delicious course fresh ,FOOD#QUALITY,food,positive
393,great romantic evening fun evening friends ,AMBIENCE#GENERAL,romantic,positive
394,great romantic evening fun evening friends ,RESTAURANT#MISCELLANEOUS,romantic,positive
396,keep good work ,RESTAURANT#GENERAL,work,positive
397,hats chef ,FOOD#QUALITY,chef,positive
399,salads delicious refreshing spicy ,FOOD#QUALITY,spicy,positive
400,pam special fried fish amazing ,FOOD#QUALITY,fish,positive
401,large two people nothing left ,FOOD#STYLE_OPTIONS,people,negative
402,large two people nothing left ,FOOD#QUALITY,people,positive
403,great vibe lots people ,AMBIENCE#GENERAL,people,positive
404,husbands perfect well done dry ,FOOD#QUALITY,husband,positive
406,complain liked atmosphere much ,AMBIENCE#GENERAL,atmosphere,positive
407,hot day fabulous stop enjoy lunch ,RESTAURANT#GENERAL,lunch,positive
408,ambience cute quaint good business ,AMBIENCE#GENERAL,business,positive
408,ambience cute quaint good business although vacation ,AMBIENCE#GENERAL,vacation,positive
408,cute quaint good business although vacation ,AMBIENCE#GENERAL,vacation,positive
409,ambience cute quaint good business ,RESTAURANT#MISCELLANEOUS,business,positive
409,ambience cute quaint good business although vacation ,RESTAURANT#MISCELLANEOUS,vacation,positive
409,cute quaint good business although vacation ,RESTAURANT#MISCELLANEOUS,vacation,positive
410,salads fantastic ,FOOD#QUALITY,fantastic,positive
411,although looking regular lettuce walnuts salads got great ,FOOD#QUALITY,eat,positive
412,ingredients organic real plus ,FOOD#QUALITY,die,positive
414,really good inexpensive sushi ,FOOD#QUALITY,inexpensive,positive
415,really good inexpensive sushi ,FOOD#PRICES,inexpensive,positive
416,tuna roll huge probably best price range ,FOOD#STYLE_OPTIONS,range,positive
416,spicy tuna roll huge probably best price ,FOOD#STYLE_OPTIONS,spicy,positive
416,roll huge probably best price range ,FOOD#STYLE_OPTIONS,range,positive
416,spicy tuna roll huge probably ,FOOD#STYLE_OPTIONS,spicy,positive
417,tuna roll huge probably best price range ,FOOD#QUALITY,range,positive
417,spicy tuna roll huge probably best price ,FOOD#QUALITY,spicy,positive
417,roll huge probably best price range ,FOOD#QUALITY,range,positive
417,spicy tuna roll huge probably ,FOOD#QUALITY,spicy,positive
418,tuna roll huge probably best price range ,FOOD#PRICES,range,positive
418,spicy tuna roll huge probably best price ,FOOD#PRICES,spicy,positive
418,roll huge probably best price range ,FOOD#PRICES,range,positive
418,spicy tuna roll huge probably ,FOOD#PRICES,spicy,positive
419,yellowtail particularly good well ,FOOD#QUALITY,art,positive
420,order food eat less going menu ,FOOD#STYLE_OPTIONS,eat,negative
420,reservations eat deal however choices ,FOOD#STYLE_OPTIONS,choice,negative
420,however choices fairly limited probably order food eat less going ,FOOD#STYLE_OPTIONS,choice,negative
420,reservations eat deal however choices fairly limited ,FOOD#STYLE_OPTIONS,choice,negative
420,reservations eat deal however choices fairly limited probably order ,FOOD#STYLE_OPTIONS,choice,negative
420,choices fairly limited probably order food eat less going menu ,FOOD#STYLE_OPTIONS,choice,negative
420,reservations eat deal however choices fairly ,FOOD#STYLE_OPTIONS,choice,negative
420,fairly limited probably order food eat less going menu ,FOOD#STYLE_OPTIONS,eat,negative
421,order food eat less going menu ,FOOD#PRICES,eat,negative
421,reservations eat deal however choices ,FOOD#PRICES,choice,negative
421,however choices fairly limited probably order food eat less going ,FOOD#PRICES,choice,negative
421,reservations eat deal however choices fairly limited ,FOOD#PRICES,choice,negative
421,reservations eat deal however choices fairly limited probably order ,FOOD#PRICES,choice,negative
421,choices fairly limited probably order food eat less going menu ,FOOD#PRICES,choice,negative
421,reservations eat deal however choices fairly ,FOOD#PRICES,choice,negative
421,fairly limited probably order food eat less going menu ,FOOD#PRICES,eat,negative
422,event place sure stop part town ,RESTAURANT#GENERAL,town,positive
423,wong gets big ups fine establishment ,RESTAURANT#GENERAL,establishment,positive
424,great price food service ,RESTAURANT#GENERAL,eat,positive
425,great price food service ,RESTAURANT#PRICES,eat,positive
426,great price food service ,FOOD#QUALITY,eat,positive
427,great price food service ,SERVICE#GENERAL,eat,positive
428,noisy waiters literally walking around things fast ,AMBIENCE#GENERAL,waiter,negative
428,atmosphere noisy waiters literally walking ,AMBIENCE#GENERAL,waiter,negative
428,atmosphere noisy waiters literally walking around things ,AMBIENCE#GENERAL,waiter,negative
429,noisy waiters literally walking around things fast ,SERVICE#GENERAL,waiter,positive
429,atmosphere noisy waiters literally walking ,SERVICE#GENERAL,waiter,positive
429,atmosphere noisy waiters literally walking around things ,SERVICE#GENERAL,waiter,positive
430,food prepared quickly efficiently ,SERVICE#GENERAL,food,positive
431,comes reasonable price congee noodles rice dishes ,FOOD#PRICES,dishes,positive
431,reasonable price congee noodles rice dishes ,FOOD#PRICES,dishes,positive
435,takeout great since give high quality tupperware well ,SERVICE#GENERAL,tupperware,positive
435,great since give high quality tupperware well ,SERVICE#GENERAL,tupperware,positive
436,place always crowded popular ,RESTAURANT#MISCELLANEOUS,crowd,positive
437,salad wife arugula goat cheese tasty ,FOOD#QUALITY,cheese,positive
437,enjoyed nice caesar salad wife arugula goat cheese tasty ,FOOD#QUALITY,enjoy,positive
437,enjoyed nice caesar salad wife arugula goat cheese ,FOOD#QUALITY,enjoy,positive
437,caesar salad wife arugula goat cheese tasty ,FOOD#QUALITY,cheese,positive
439,opted pasta dish served timely fresh ,SERVICE#GENERAL,dish,positive
440,opted pasta dish served timely fresh ,FOOD#QUALITY,dish,positive
441,concluded tiramisu chocolate cake delicious ,FOOD#QUALITY,tiramisu,positive
443,recently went restaurant workers lunch amazing time ,RESTAURANT#GENERAL,work,positive
443,went restaurant workers lunch amazing time ,RESTAURANT#GENERAL,work,positive
444,staff accomodating food absolutely delicious place lovely ,SERVICE#GENERAL,food,positive
444,staff accomodating food absolutely delicious ,SERVICE#GENERAL,food,positive
445,staff accomodating food absolutely delicious place lovely ,FOOD#QUALITY,food,positive
445,staff accomodating food absolutely delicious ,FOOD#QUALITY,food,positive
446,staff accomodating food absolutely delicious place lovely ,AMBIENCE#GENERAL,food,positive
446,staff accomodating food absolutely delicious ,AMBIENCE#GENERAL,food,positive
447,even visit manager wanted make sure enjoying ,SERVICE#GENERAL,enjoy,positive
447,even visit manager wanted make sure ,SERVICE#GENERAL,man,positive
448,yes prices high felt worth ,RESTAURANT#PRICES,rice,negative
449,yes prices high felt worth ,RESTAURANT#GENERAL,rice,positive
451,sometimes get good food service ,FOOD#QUALITY,food,positive
452,sometimes get good food service ,SERVICE#GENERAL,food,neutral
453,food bad service sometimes get good good bad service ,FOOD#QUALITY,food,negative
453,bad service sometimes get good good bad service ,FOOD#QUALITY,service,negative
453,sometimes get bad food bad service sometimes get good good ,FOOD#QUALITY,food,negative
453,sometimes get good good bad service ,FOOD#QUALITY,service,negative
453,sometimes get bad food bad service sometimes get ,FOOD#QUALITY,food,negative
454,food bad service sometimes get good good bad service ,SERVICE#GENERAL,food,negative
454,bad service sometimes get good good bad service ,SERVICE#GENERAL,service,negative
454,sometimes get bad food bad service sometimes get good good ,SERVICE#GENERAL,food,negative
454,sometimes get good good bad service ,SERVICE#GENERAL,service,negative
454,sometimes get bad food bad service sometimes get ,SERVICE#GENERAL,food,negative
458,place bistro means simple dishes ,FOOD#STYLE_OPTIONS,dishes,positive
458,dishes wine served efficiently bustling atmosphere ,FOOD#STYLE_OPTIONS,dishes,positive
458,place bistro means simple dishes wine served efficiently bustling atmosphere ,FOOD#STYLE_OPTIONS,dishes,positive
458,place bistro means simple dishes wine served efficiently bustling ,FOOD#STYLE_OPTIONS,dishes,positive
459,place bistro means simple dishes ,DRINKS#STYLE_OPTIONS,dishes,positive
459,dishes wine served efficiently bustling atmosphere ,DRINKS#STYLE_OPTIONS,dishes,positive
459,place bistro means simple dishes wine served efficiently bustling atmosphere ,DRINKS#STYLE_OPTIONS,dishes,positive
459,place bistro means simple dishes wine served efficiently bustling ,DRINKS#STYLE_OPTIONS,dishes,positive
460,place bistro means simple dishes ,SERVICE#GENERAL,dishes,positive
460,dishes wine served efficiently bustling atmosphere ,SERVICE#GENERAL,dishes,positive
460,place bistro means simple dishes wine served efficiently bustling atmosphere ,SERVICE#GENERAL,dishes,positive
460,place bistro means simple dishes wine served efficiently bustling ,SERVICE#GENERAL,dishes,positive
461,place bistro means simple dishes ,AMBIENCE#GENERAL,dishes,positive
461,dishes wine served efficiently bustling atmosphere ,AMBIENCE#GENERAL,dishes,positive
461,place bistro means simple dishes wine served efficiently bustling atmosphere ,AMBIENCE#GENERAL,dishes,positive
461,place bistro means simple dishes wine served efficiently bustling ,AMBIENCE#GENERAL,dishes,positive
462,patis wrong ,RESTAURANT#GENERAL,patis,positive
463,fritte tripe stew etc simple stuff ,FOOD#STYLE_OPTIONS,trip,positive
463,eating haut cuisine subtle hints whatever cassuolet steake fritte ,FOOD#STYLE_OPTIONS,cuisine,positive
463,eating haut cuisine subtle hints whatever cassuolet ,FOOD#STYLE_OPTIONS,cuisine,positive
464,fritte tripe stew etc simple stuff ,FOOD#QUALITY,trip,positive
464,eating haut cuisine subtle hints whatever cassuolet steake fritte ,FOOD#QUALITY,cuisine,positive
464,eating haut cuisine subtle hints whatever cassuolet ,FOOD#QUALITY,cuisine,positive
466,right brooklyn nice cozy place good pizza ,FOOD#QUALITY,pizza,positive
466,brooklyn nice cozy place good pizza ,FOOD#QUALITY,pizza,positive
467,right brooklyn nice cozy place good pizza ,AMBIENCE#GENERAL,pizza,positive
467,brooklyn nice cozy place good pizza ,AMBIENCE#GENERAL,pizza,positive
468,mine little burnt still delicious ,FOOD#QUALITY,mine,negative
468,little burnt still delicious goat cheese panchetta raddichio kind bitter ,FOOD#QUALITY,bit,negative
470,friend got mushroom pizza tasted ,FOOD#QUALITY,pizza,positive
470,friend got mushroom pizza tasted better ,FOOD#QUALITY,pizza,positive
471,sangria pretty tasty good hot muggy day ,DRINKS#QUALITY,day,positive
471,pretty tasty good hot muggy day ,DRINKS#QUALITY,day,positive
472,kind small place guess busy might able ,RESTAURANT#MISCELLANEOUS,mall,neutral
472,guess busy might able fit group kids ,RESTAURANT#MISCELLANEOUS,kids,neutral
472,place guess busy might able fit group kids ,RESTAURANT#MISCELLANEOUS,kids,neutral
472,busy might able fit group kids ,RESTAURANT#MISCELLANEOUS,kids,neutral
473,overall would recommend back ,RESTAURANT#GENERAL,recommend,positive
474,started bombay beer big enough two ,DRINKS#STYLE_OPTIONS,beer,positive
476,service slow people friendly ,SERVICE#GENERAL,people,negative
478,nice place relax conversation ,AMBIENCE#GENERAL,relax,positive
479,wait back ,RESTAURANT#GENERAL,wait,positive
480,food authentic italian delicious ,FOOD#QUALITY,food,positive
481,pizza terrific homemade pasta ,FOOD#QUALITY,pizza,positive
483,ambience delightful service impeccable ,AMBIENCE#GENERAL,service,positive
484,ambience delightful service impeccable ,SERVICE#GENERAL,service,positive
485,still mad pay lousy food ,FOOD#QUALITY,food,negative
486,steak like rubber tuna flavorless mention tasted like thawed ,FOOD#QUALITY,flavor,negative
488,service also horrible ambience great ,SERVICE#GENERAL,eat,negative
489,service also horrible ambience great ,AMBIENCE#GENERAL,eat,negative
490,try unless going hang like ,RESTAURANT#MISCELLANEOUS,try,negative
490,unless going hang like rest hipsters apparently sense taste ,RESTAURANT#MISCELLANEOUS,taste,negative
490,like rest hipsters apparently sense taste ,RESTAURANT#MISCELLANEOUS,taste,negative
491,eat many different restaurants one place try ,RESTAURANT#GENERAL,man,positive
491,many different restaurants one place try ,RESTAURANT#GENERAL,man,positive
491,eat many different restaurants one ,RESTAURANT#GENERAL,man,positive
492,first time writing review restaurant food service excellent ,FOOD#QUALITY,review,positive
492,first time writing review restaurant food ,FOOD#QUALITY,review,positive
492,time writing review restaurant food service excellent ,FOOD#QUALITY,review,positive
493,first time writing review restaurant food service excellent ,SERVICE#GENERAL,review,positive
493,first time writing review restaurant food ,SERVICE#GENERAL,review,positive
493,time writing review restaurant food service excellent ,SERVICE#GENERAL,review,positive
494,filet mignon dish superb ,FOOD#QUALITY,filet,positive
495,would defiantly come back one top choices ,RESTAURANT#GENERAL,choice,positive
495,defiantly come back one top choices ,RESTAURANT#GENERAL,choice,positive
496,small cute restaurant ,RESTAURANT#GENERAL,mall,positive
497,absolutely love place ,RESTAURANT#GENERAL,love,positive
498,like ambience dark original ,AMBIENCE#GENERAL,original,positive
499,sushi amazing ,FOOD#QUALITY,sushi,positive
501,big thumbs ,RESTAURANT#GENERAL,thumbs,positive
502,affordable excellent ambient ,AMBIENCE#GENERAL,ambient,positive
503,affordable excellent ambient ,RESTAURANT#PRICES,ambient,positive
504,noodle soup dishes thai section menu nothing got thai ,FOOD#QUALITY,dishes,negative
504,ordered beef noodle soup dishes thai section menu ,FOOD#QUALITY,beef,negative
504,ordered beef noodle soup dishes thai section menu nothing ,FOOD#QUALITY,beef,negative
504,ordered beef noodle soup dishes thai ,FOOD#QUALITY,beef,negative
506,place good meal ,FOOD#QUALITY,meal,negative
507,however think place good hang spot ,AMBIENCE#GENERAL,good,positive
508,girlfriend stumbled onto hopping place night great time ,RESTAURANT#GENERAL,girl,positive
508,onto hopping place night great time ,RESTAURANT#GENERAL,hopping,positive
508,girlfriend stumbled onto hopping place ,RESTAURANT#GENERAL,girl,positive
509,really made place backyard dining area ,FOOD#QUALITY,dining,positive
509,wine excellent service really made place backyard dining area ,FOOD#QUALITY,dining,positive
509,pizza wine excellent service really made ,FOOD#QUALITY,pizza,positive
509,pizza wine excellent service really made place backyard ,FOOD#QUALITY,pizza,positive
509,service really made place backyard dining area ,FOOD#QUALITY,dining,positive
509,pizza wine excellent service really ,FOOD#QUALITY,pizza,positive
510,really made place backyard dining area ,DRINKS#QUALITY,dining,positive
510,wine excellent service really made place backyard dining area ,DRINKS#QUALITY,dining,positive
510,pizza wine excellent service really made ,DRINKS#QUALITY,pizza,positive
510,pizza wine excellent service really made place backyard ,DRINKS#QUALITY,pizza,positive
510,service really made place backyard dining area ,DRINKS#QUALITY,dining,positive
